movieTitle,movieIMDbLink,gross,budget,profit,ROI,actor
The Adventures of Tintin,http://www.imdb.com/title/tt0983193/?ref_=fn_tt_tt_1,77564037,135000000,-57435963,-42.545157777777774,Toby Jones
Harry Potter and the Prisoner of Azkaban,http://www.imdb.com/title/tt0304141/?ref_=fn_tt_tt_1,249358727,130000000,119358727,91.81440538461538,Daniel Radcliffe
Australia,http://www.imdb.com/title/tt0455824/?ref_=fn_tt_tt_1,49551662,130000000,-80448338,-61.883336923076925,Essie Davis
After Earth,http://www.imdb.com/title/tt1815862/?ref_=fn_tt_tt_1,60522097,130000000,-69477903,-53.44454076923076,Will Smith
Dinosaur,http://www.imdb.com/title/tt0130623/?ref_=fn_tt_tt_1,137748063,127500000,10248063,8.037696470588235,Alfre Woodard
Night at the Museum: Secret of the Tomb,http://www.imdb.com/title/tt2692250/?ref_=fn_tt_tt_1,113733726,127000000,-13266274,-10.44588503937008,Robin Williams
Megamind,http://www.imdb.com/title/tt1001526/?ref_=fn_tt_tt_1,148337537,130000000,18337537,14.105797692307693,J.K. Simmons
Harry Potter and the Sorcerer's Stone,http://www.imdb.com/title/tt0241527/?ref_=fn_tt_tt_1,317557891,125000000,192557891,154.0463128,Daniel Radcliffe
R.I.P.D.,http://www.imdb.com/title/tt0790736/?ref_=fn_tt_tt_1,33592415,130000000,-96407585,-74.15968076923077,Ryan Reynolds
Pirates of the Caribbean: The Curse of the Black Pearl,http://www.imdb.com/title/tt0325980/?ref_=fn_tt_tt_1,305388685,140000000,165388685,118.134775,Johnny Depp
The Hunger Games: Mockingjay - Part 1,http://www.imdb.com/title/tt1951265/?ref_=fn_tt_tt_1,337103873,125000000,212103873,169.6830984,Jennifer Lawrence
The Da Vinci Code,http://www.imdb.com/title/tt0382625/?ref_=fn_tt_tt_1,217536138,125000000,92536138,74.0289104,Tom Hanks
Rio 2,http://www.imdb.com/title/tt2357291/?ref_=fn_tt_tt_1,131536019,103000000,28536019,27.70487281553398,Miguel Ferrer
X-Men 2,http://www.imdb.com/title/tt0290334/?ref_=fn_tt_tt_1,214948780,110000000,104948780,95.40798181818182,Hugh Jackman
Fast Five,http://www.imdb.com/title/tt1596343/?ref_=fn_tt_tt_1,209805005,125000000,84805005,67.844004,Paul Walker
Sherlock Holmes: A Game of Shadows,http://www.imdb.com/title/tt1515091/?ref_=fn_tt_tt_1,186830669,125000000,61830669,49.4645352,Robert Downey Jr.
Clash of the Titans,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1,163192114,125000000,38192114,30.5536912,Liam Neeson
Total Recall,http://www.imdb.com/title/tt0100802/?ref_=fn_tt_tt_1,119412921,65000000,54412921,83.71218615384616,Ronny Cox
The 13th Warrior,http://www.imdb.com/title/tt0120657/?ref_=fn_tt_tt_1,32694788,85000000,-52305212,-61.53554352941176,Tony Curran
The Bourne Legacy,http://www.imdb.com/title/tt1194173/?ref_=fn_tt_tt_1,113165635,125000000,-11834365,-9.467492,Jeremy Renner
Batman & Robin,http://www.imdb.com/title/tt0118688/?ref_=fn_tt_tt_1,107285004,125000000,-17714996,-14.1719968,Michael Gough
How the Grinch Stole Christmas,http://www.imdb.com/title/tt0170016/?ref_=fn_tt_tt_1,260031035,123000000,137031035,111.40734552845528,Clint Howard
The Day After Tomorrow,http://www.imdb.com/title/tt0319262/?ref_=fn_tt_tt_1,186739919,125000000,61739919,49.3919352,Jake Gyllenhaal
Mission: Impossible II,http://www.imdb.com/title/tt0120755/?ref_=fn_tt_tt_1,215397307,125000000,90397307,72.3178456,Tom Cruise
The Perfect Storm,http://www.imdb.com/title/tt0177971/?ref_=fn_tt_tt_1,182618434,140000000,42618434,30.441738571428573,Karen Allen
Fantastic 4: Rise of the Silver Surfer,http://www.imdb.com/title/tt0486576/?ref_=fn_tt_tt_1,131920333,130000000,1920333,1.4771792307692309,Chris Evans
Life of Pi,http://www.imdb.com/title/tt0454876/?ref_=fn_tt_tt_1,124976634,120000000,4976634,4.147195,Suraj Sharma
Ghost Rider,http://www.imdb.com/title/tt0259324/?ref_=fn_tt_tt_1,115802596,110000000,5802596,5.275087272727273,Nicolas Cage
Jason Bourne,http://www.imdb.com/title/tt4196776/?ref_=fn_tt_tt_1,108521835,120000000,-11478165,-9.5651375,Matt Damon
Charlie's Angels: Full Throttle,http://www.imdb.com/title/tt0305357/?ref_=fn_tt_tt_1,100685880,120000000,-19314120,-16.095100000000002,Demi Moore
Prometheus,http://www.imdb.com/title/tt1446714/?ref_=fn_tt_tt_1,126464904,130000000,-3535096,-2.7193046153846154,Michael Fassbender
Stuart Little 2,http://www.imdb.com/title/tt0243585/?ref_=fn_tt_tt_1,64736114,120000000,-55263886,-46.05323833333333,Nathan Lane
Elysium,http://www.imdb.com/title/tt1535108/?ref_=fn_tt_tt_1,93050117,115000000,-21949883,-19.086854782608693,Matt Damon
The Chronicles of Riddick,http://www.imdb.com/title/tt0296572/?ref_=fn_tt_tt_1,57637485,105000000,-47362515,-45.10715714285714,Vin Diesel
RoboCop,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1,58607007,100000000,-41392993,-41.392993,Gary Oldman
Speed Racer,http://www.imdb.com/title/tt0811080/?ref_=fn_tt_tt_1,43929341,120000000,-76070659,-63.39221583333333,Scott Porter
How Do You Know,http://www.imdb.com/title/tt1341188/?ref_=fn_tt_tt_1,30212620,120000000,-89787380,-74.82281666666667,Shelley Conn
Knight and Day,http://www.imdb.com/title/tt1013743/?ref_=fn_tt_tt_1,76418654,117000000,-40581346,-34.68491111111111,Tom Cruise
Oblivion,http://www.imdb.com/title/tt1483013/?ref_=fn_tt_tt_1,89021735,120000000,-30978265,-25.815220833333335,Morgan Freeman
Star Wars: Episode III - Revenge of the Sith,http://www.imdb.com/title/tt0121766/?ref_=fn_tt_tt_1,380262555,113000000,267262555,236.5155353982301,Natalie Portman
Star Wars: Episode II - Attack of the Clones,http://www.imdb.com/title/tt0121765/?ref_=fn_tt_tt_1,310675583,115000000,195675583,170.15268086956522,Natalie Portman
"Monsters, Inc.",http://www.imdb.com/title/tt0198781/?ref_=fn_tt_tt_1,289907418,115000000,174907418,152.09340695652173,Steve Buscemi
The Wolverine,http://www.imdb.com/title/tt1430132/?ref_=fn_tt_tt_1,132550960,120000000,12550960,10.459133333333332,Hugh Jackman
Star Wars: Episode I - The Phantom Menace,http://www.imdb.com/title/tt0120915/?ref_=fn_tt_tt_1,474544677,115000000,359544677,312.6475452173913,Natalie Portman
The Croods,http://www.imdb.com/title/tt0481499/?ref_=fn_tt_tt_1,187165546,135000000,52165546,38.64114518518518,Ryan Reynolds
Windtalkers,http://www.imdb.com/title/tt0245562/?ref_=fn_tt_tt_1,40911830,115000000,-74088170,-64.4244956521739,Nicolas Cage
The Huntsman: Winter's War,http://www.imdb.com/title/tt2381991/?ref_=fn_tt_tt_1,47952020,115000000,-67047980,-58.30259130434783,Chris Hemsworth
Teenage Mutant Ninja Turtles,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1,190871240,125000000,65871240,52.696991999999995,Noel Fisher
Gravity,http://www.imdb.com/title/tt1454468/?ref_=fn_tt_tt_1,274084951,100000000,174084951,174.08495100000002,Phaldut Sharma
Dante's Peak,http://www.imdb.com/title/tt0118928/?ref_=fn_tt_tt_1,67155742,116000000,-48844258,-42.107118965517245,Jamie RenÃŒÂ©e Smith
Teenage Mutant Ninja Turtles: Out of the Shadows,http://www.imdb.com/title/tt3949660/?ref_=fn_tt_tt_1,81638674,135000000,-53361326,-39.52690814814815,Stephen Amell
Fantastic Four,http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1,56114221,120000000,-63885779,-53.23814916666667,Tim Blake Nelson
Night at the Museum,http://www.imdb.com/title/tt0477347/?ref_=fn_tt_tt_1,250863268,110000000,140863268,128.05751636363635,Robin Williams
San Andreas,http://www.imdb.com/title/tt2126355/?ref_=fn_tt_tt_1,155181732,110000000,45181732,41.074301818181816,Dwayne Johnson
Tomorrow Never Dies,http://www.imdb.com/title/tt0120347/?ref_=fn_tt_tt_1,125332007,110000000,15332007,13.938188181818182,Vincent Schiavelli
The Patriot,http://www.imdb.com/title/tt0187393/?ref_=fn_tt_tt_1,113330342,110000000,3330342,3.0275836363636364,Heath Ledger
Ocean's Twelve,http://www.imdb.com/title/tt0349903/?ref_=fn_tt_tt_1,125531634,110000000,15531634,14.119667272727273,Brad Pitt
Mr. & Mrs. Smith,http://www.imdb.com/title/tt0356910/?ref_=fn_tt_tt_1,186336103,120000000,66336103,55.28008583333334,Brad Pitt
Insurgent,http://www.imdb.com/title/tt2908446/?ref_=fn_tt_tt_1,129995817,110000000,19995817,18.178015454545456,Kate Winslet
The Aviator,http://www.imdb.com/title/tt0338751/?ref_=fn_tt_tt_1,102608827,110000000,-7391173,-6.719248181818181,Leonardo DiCaprio
Gulliver's Travels,http://www.imdb.com/title/tt1320261/?ref_=fn_tt_tt_1,42776259,112000000,-69223741,-61.80691160714286,James Corden
The Green Hornet,http://www.imdb.com/title/tt0990407/?ref_=fn_tt_tt_1,98780042,120000000,-21219958,-17.683298333333333,Christoph Waltz
300: Rise of an Empire,http://www.imdb.com/title/tt1253863/?ref_=fn_tt_tt_1,106369117,110000000,-3630883,-3.3008027272727274,Eva Green
The Smurfs,http://www.imdb.com/title/tt0472181/?ref_=fn_tt_tt_1,142614158,110000000,32614158,29.649234545454544,Mahadeo Shivraj
Home on the Range,http://www.imdb.com/title/tt0299172/?ref_=fn_tt_tt_1,50026353,110000000,-59973647,-54.521497272727274,Steve Buscemi
Allegiant,http://www.imdb.com/title/tt3410834/?ref_=fn_tt_tt_1,66002193,110000000,-43997807,-39.998006363636364,Naomi Watts
Real Steel,http://www.imdb.com/title/tt0433035/?ref_=fn_tt_tt_1,85463309,110000000,-24536691,-22.306082727272727,Hugh Jackman
The Smurfs 2,http://www.imdb.com/title/tt2017020/?ref_=fn_tt_tt_1,71017784,105000000,-33982216,-32.36401523809524,Jacob Tremblay
Speed 2: Cruise Control,http://www.imdb.com/title/tt0120179/?ref_=fn_tt_tt_1,48068396,160000000,-111931604,-69.9572525,Jason Patric
Ender's Game,http://www.imdb.com/title/tt1731141/?ref_=fn_tt_tt_1,61656849,110000000,-48343151,-43.94831909090909,Harrison Ford
Live Free or Die Hard,http://www.imdb.com/title/tt0337978/?ref_=fn_tt_tt_1,134520804,110000000,24520804,22.291639999999997,Bruce Willis
The Lord of the Rings: The Fellowship of the Ring,http://www.imdb.com/title/tt0120737/?ref_=fn_tt_tt_1,313837577,93000000,220837577,237.45976021505376,Christopher Lee
Around the World in 80 Days,http://www.imdb.com/title/tt0327437/?ref_=fn_tt_tt_1,24004159,110000000,-85995841,-78.17803727272728,Jim Broadbent
Ali,http://www.imdb.com/title/tt0248667/?ref_=fn_tt_tt_1,58183966,107000000,-48816034,-45.62246168224299,Will Smith
The Cat in the Hat,http://www.imdb.com/title/tt0312528/?ref_=fn_tt_tt_1,100446895,109000000,-8553105,-7.846885321100918,Sean Hayes
"I, Robot",http://www.imdb.com/title/tt0343818/?ref_=fn_tt_tt_1,144795350,120000000,24795350,20.662791666666667,Will Smith
Kingdom of Heaven,http://www.imdb.com/title/tt0320661/?ref_=fn_tt_tt_1,47396698,130000000,-82603302,-63.541001538461536,Liam Neeson
Stuart Little,http://www.imdb.com/title/tt0164912/?ref_=fn_tt_tt_1,140015224,133000000,7015224,5.274604511278196,Chazz Palminteri
The Princess and the Frog,http://www.imdb.com/title/tt0780521/?ref_=fn_tt_tt_1,104374107,105000000,-625893,-0.5960885714285714,Oprah Winfrey
The Martian,http://www.imdb.com/title/tt3659388/?ref_=fn_tt_tt_1,228430993,108000000,120430993,111.5101787037037,Matt Damon
The Island,http://www.imdb.com/title/tt0399201/?ref_=fn_tt_tt_1,35799026,126000000,-90200974,-71.5880746031746,Scarlett Johansson
Town & Country,http://www.imdb.com/title/tt0141907/?ref_=fn_tt_tt_1,6712451,90000000,-83287549,-92.5417211111111,Del Zamora
Gone in Sixty Seconds,http://www.imdb.com/title/tt0187078/?ref_=fn_tt_tt_1,101643008,90000000,11643008,12.936675555555555,Nicolas Cage
Gladiator,http://www.imdb.com/title/tt0172495/?ref_=fn_tt_tt_1,187670866,103000000,84670866,82.20472427184467,Djimon Hounsou
Minority Report,http://www.imdb.com/title/tt0181689/?ref_=fn_tt_tt_1,132014112,102000000,30014112,29.425600000000003,Tom Cruise
Harry Potter and the Chamber of Secrets,http://www.imdb.com/title/tt0295297/?ref_=fn_tt_tt_1,261970615,100000000,161970615,161.970615,Daniel Radcliffe
Casino Royale,http://www.imdb.com/title/tt0381061/?ref_=fn_tt_tt_1,167007184,150000000,17007184,11.338122666666667,Eva Green
Planet of the Apes,http://www.imdb.com/title/tt0133152/?ref_=fn_tt_tt_1,180011740,100000000,80011740,80.01174,Cary-Hiroyuki Tagawa
Terminator 2: Judgment Day,http://www.imdb.com/title/tt0103064/?ref_=fn_tt_tt_1,204843350,102000000,102843350,100.82681372549021,Joe Morton
Public Enemies,http://www.imdb.com/title/tt1152836/?ref_=fn_tt_tt_1,97030725,100000000,-2969275,-2.969275,Johnny Depp
American Gangster,http://www.imdb.com/title/tt0765429/?ref_=fn_tt_tt_1,130127620,100000000,30127620,30.12762,Denzel Washington
True Lies,http://www.imdb.com/title/tt0111503/?ref_=fn_tt_tt_1,146282411,115000000,31282411,27.202096521739133,Jamie Lee Curtis
The Taking of Pelham 1 2 3,http://www.imdb.com/title/tt1111422/?ref_=fn_tt_tt_1,65452312,100000000,-34547688,-34.547688,Denzel Washington
Little Fockers,http://www.imdb.com/title/tt0970866/?ref_=fn_tt_tt_1,148383780,100000000,48383780,48.38378,Robert De Niro
The Other Guys,http://www.imdb.com/title/tt1386588/?ref_=fn_tt_tt_1,119219978,100000000,19219978,19.219977999999998,Dwayne Johnson
Eraser,http://www.imdb.com/title/tt0116213/?ref_=fn_tt_tt_1,101228120,100000000,1228120,1.22812,Vanessa Williams
Django Unchained,http://www.imdb.com/title/tt1853728/?ref_=fn_tt_tt_1,162804648,100000000,62804648,62.80464799999999,Leonardo DiCaprio
The Hunchback of Notre Dame,http://www.imdb.com/title/tt0116583/?ref_=fn_tt_tt_1,100117603,100000000,117603,0.117603,Demi Moore
The Emperor's New Groove,http://www.imdb.com/title/tt0120917/?ref_=fn_tt_tt_1,89296573,100000000,-10703427,-10.703427,Eartha Kitt
The Expendables 2,http://www.imdb.com/title/tt1764651/?ref_=fn_tt_tt_1,85017401,92000000,-6982599,-7.5897815217391305,Jason Statham
National Treasure,http://www.imdb.com/title/tt0368891/?ref_=fn_tt_tt_1,173005002,100000000,73005002,73.00500199999999,Nicolas Cage
Eragon,http://www.imdb.com/title/tt0449010/?ref_=fn_tt_tt_1,75030163,100000000,-24969837,-24.969837000000002,Djimon Hounsou
Where the Wild Things Are,http://www.imdb.com/title/tt0386117/?ref_=fn_tt_tt_1,77222184,100000000,-22777816,-22.777816,Catherine O'Hara
Pan,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,34964818,150000000,-115035182,-76.69012133333334,Hugh Jackman
Epic,http://www.imdb.com/title/tt0848537/?ref_=fn_tt_tt_1,107515297,100000000,7515297,7.515297,Josh Hutcherson
The Tourist,http://www.imdb.com/title/tt1243957/?ref_=fn_tt_tt_1,67631157,100000000,-32368843,-32.368843000000005,Johnny Depp
End of Days,http://www.imdb.com/title/tt0146675/?ref_=fn_tt_tt_1,66862068,83000000,-16137932,-19.44329156626506,CCH Pounder
Blood Diamond,http://www.imdb.com/title/tt0450259/?ref_=fn_tt_tt_1,57366262,100000000,-42633738,-42.633738,Leonardo DiCaprio
The Wolf of Wall Street,http://www.imdb.com/title/tt0993846/?ref_=fn_tt_tt_1,116866727,100000000,16866727,16.866727,Leonardo DiCaprio
Batman Forever,http://www.imdb.com/title/tt0112462/?ref_=fn_tt_tt_1,184031112,100000000,84031112,84.031112,Michael Gough
Starship Troopers,http://www.imdb.com/title/tt0120201/?ref_=fn_tt_tt_1,54700065,105000000,-50299935,-47.9047,Jake Busey
Cloud Atlas,http://www.imdb.com/title/tt1371111/?ref_=fn_tt_tt_1,27098580,102000000,-74901420,-73.43276470588236,Tom Hanks
Legend of the Guardians: The Owls of Ga'Hoole,http://www.imdb.com/title/tt1219342/?ref_=fn_tt_tt_1,55673333,80000000,-24326667,-30.40833375,Abbie Cornish
Catwoman,http://www.imdb.com/title/tt0327554/?ref_=fn_tt_tt_1,40198710,100000000,-59801290,-59.801289999999995,Frances Conroy
Hercules,http://www.imdb.com/title/tt1267297/?ref_=fn_tt_tt_1,72660029,100000000,-27339971,-27.339971000000002,Dwayne Johnson
Treasure Planet,http://www.imdb.com/title/tt0133240/?ref_=fn_tt_tt_1,38120554,140000000,-101879446,-72.77103285714286,Joseph Gordon-Levitt
Land of the Lost,http://www.imdb.com/title/tt0457400/?ref_=fn_tt_tt_1,49392095,100000000,-50607905,-50.607904999999995,Will Ferrell
The Expendables 3,http://www.imdb.com/title/tt2333784/?ref_=fn_tt_tt_1,39292022,90000000,-50707978,-56.342197777777784,Jason Statham
Point Break,http://www.imdb.com/title/tt2058673/?ref_=fn_tt_tt_1,28772222,105000000,-76227778,-72.59788380952381,Ray Winstone
Son of the Mask,http://www.imdb.com/title/tt0362165/?ref_=fn_tt_tt_1,17010646,84000000,-66989354,-79.74923095238096,Jamie Kennedy
In the Heart of the Sea,http://www.imdb.com/title/tt1390411/?ref_=fn_tt_tt_1,24985612,100000000,-75014388,-75.014388,Chris Hemsworth
The Adventures of Pluto Nash,http://www.imdb.com/title/tt0180052/?ref_=fn_tt_tt_1,4411102,100000000,-95588898,-95.588898,Rosario Dawson
Green Zone,http://www.imdb.com/title/tt0947810/?ref_=fn_tt_tt_1,35024475,100000000,-64975525,-64.975525,Matt Damon
The Peanuts Movie,http://www.imdb.com/title/tt2452042/?ref_=fn_tt_tt_1,130174897,99000000,31174897,31.489794949494947,Francesca Capaldi
The Spanish Prisoner,http://www.imdb.com/title/tt0120176/?ref_=fn_tt_tt_1,10200000,10000000,200000,2,Ben Gazzara
The Mummy Returns,http://www.imdb.com/title/tt0209163/?ref_=fn_tt_tt_1,202007640,98000000,104007640,106.13024489795919,Dwayne Johnson
Gangs of New York,http://www.imdb.com/title/tt0217505/?ref_=fn_tt_tt_1,77679638,100000000,-22320362,-22.320362,Leonardo DiCaprio
The Flowers of War,http://www.imdb.com/title/tt1410063/?ref_=fn_tt_tt_1,9213,94000000,-93990787,-99.99019893617022,Christian Bale
Surf's Up,http://www.imdb.com/title/tt0423294/?ref_=fn_tt_tt_1,58867694,100000000,-41132306,-41.132306,Jeff Bridges
The Stepford Wives,http://www.imdb.com/title/tt0327162/?ref_=fn_tt_tt_1,59475623,90000000,-30524377,-33.915974444444444,Jon Lovitz
Black Hawk Down,http://www.imdb.com/title/tt0265086/?ref_=fn_tt_tt_1,108638745,92000000,16638745,18.08559239130435,Ioan Gruffudd
The Campaign,http://www.imdb.com/title/tt1790886/?ref_=fn_tt_tt_1,86897182,95000000,-8102818,-8.529282105263158,Will Ferrell
The Fifth Element,http://www.imdb.com/title/tt0119116/?ref_=fn_tt_tt_1,63540020,93000000,-29459980,-31.677397849462363,Milla Jovovich
Sex and the City 2,http://www.imdb.com/title/tt1261945/?ref_=fn_tt_tt_1,95328937,100000000,-4671063,-4.671063,Chris Noth
The Road to El Dorado,http://www.imdb.com/title/tt0138749/?ref_=fn_tt_tt_1,50802661,95000000,-44197339,-46.5235147368421,Frank Welker
Ice Age: Continental Drift,http://www.imdb.com/title/tt1667889/?ref_=fn_tt_tt_1,161317423,95000000,66317423,69.80781368421053,Peter Dinklage
Cinderella,http://www.imdb.com/title/tt1661199/?ref_=fn_tt_tt_1,201148159,95000000,106148159,111.73490421052632,Hayley Atwell
The Lovely Bones,http://www.imdb.com/title/tt0380510/?ref_=fn_tt_tt_1,43982842,65000000,-21017158,-32.33408923076923,Michael Imperioli
Finding Nemo,http://www.imdb.com/title/tt0266543/?ref_=fn_tt_tt_1,380838870,94000000,286838870,305.1477340425532,Alexander Gould
The Lord of the Rings: The Return of the King,http://www.imdb.com/title/tt0167260/?ref_=fn_tt_tt_1,377019252,94000000,283019252,301.0843106382979,Orlando Bloom
The Lord of the Rings: The Two Towers,http://www.imdb.com/title/tt0167261/?ref_=fn_tt_tt_1,340478898,94000000,246478898,262.21159361702126,Christopher Lee
Seventh Son,http://www.imdb.com/title/tt1121096/?ref_=fn_tt_tt_1,17176900,95000000,-77823100,-81.91905263157895,Jeff Bridges
Lara Croft: Tomb Raider,http://www.imdb.com/title/tt0146316/?ref_=fn_tt_tt_1,131144183,115000000,16144183,14.038419999999999,Angelina Jolie Pitt
Transcendence,http://www.imdb.com/title/tt2209764/?ref_=fn_tt_tt_1,23014504,100000000,-76985496,-76.985496,Johnny Depp
Jurassic Park III,http://www.imdb.com/title/tt0163025/?ref_=fn_tt_tt_1,181166115,93000000,88166115,94.80227419354839,Michael Jeter
Rise of the Planet of the Apes,http://www.imdb.com/title/tt1318514/?ref_=fn_tt_tt_1,176740650,93000000,83740650,90.04370967741936,James Franco
The Spiderwick Chronicles,http://www.imdb.com/title/tt0416236/?ref_=fn_tt_tt_1,71148699,90000000,-18851301,-20.94589,Martin Short
A Good Day to Die Hard,http://www.imdb.com/title/tt1606378/?ref_=fn_tt_tt_1,67344392,92000000,-24655608,-26.799573913043478,Bruce Willis
The Alamo,http://www.imdb.com/title/tt0318974/?ref_=fn_tt_tt_1,22406362,107000000,-84593638,-79.05947476635514,Dennis Quaid
The Incredibles,http://www.imdb.com/title/tt0317705/?ref_=fn_tt_tt_1,261437578,92000000,169437578,184.1712804347826,Holly Hunter
